Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:10Dtu2doQALRkGUbZj4WxT,"Brick By Brick","Okey Dokey","boom boom kid",2001-10-14,136840,39,false,brunocaivanophy,2025-11-25T05:21:22Z,"rock argentino,hardcore melódico,hardcore punk,punk","Ugly Records",0.322,0.469,11,-8.433,0,0.0653,0.271,0.000944,0.111,0.134,161.917,4
spotify:track:1ZBqJilDGBVYktvlCEo9jC,"Obstacle 1","Turn On The Bright Lights","Interpol",2002-08-20,251293,64,false,brunocaivanophy,2025-12-02T19:20:00Z,"indie rock,post-punk","Matador",0.377,0.938,5,-4.9,1,0.0618,0.0000518,0.58,0.0705,0.385,120.514,4
spotify:track:5ZNdRdZ2inm4ksA8keadDs,"Sunday","A Thousand Leaves","Sonic Youth",1998-01-01,291333,51,false,brunocaivanophy,2025-12-02T19:21:00Z,"noise rock,grunge,rock alternativo,post-punk","DGC",0.619,0.888,1,-6.983,1,0.0301,0.00457,0.623,0.119,0.424,130.1,4
spotify:track:1XTGyfJeMiZXrZ1W3NolcB,"Know Your Enemy","Rage Against The Machine - XX (20th Anniversary Special Edition)","Rage Against The Machine",1992,294506,68,true,brunocaivanophy,2025-12-02T19:21:48Z,"rap metal,rap rock,metal alternativo,nu metal","Epic/Legacy",0.575,0.857,4,-3.961,1,0.155,0.0125,0.00229,0.145,0.623,117.413,4
spotify:track:5jztuiRR4sGzlXATycRV3N,"Sayonara Cross Teck","Therapy","Miraidempa",2018-02-18,160434,65,false,brunocaivanophy,2025-12-07T18:57:15Z,"shoegaze","Miraidempa",0.174,0.727,9,-5.28,1,0.0411,0.0327,0.946,0.31,0.165,183.892,4
spotify:track:0YYlnQ9ABIRDRN7rgm81zo,"Running Thoughts","Sur La Mer Samp-Le-Mer","Deerhoof",2006-04-11,227306,25,false,brunocaivanophy,2025-12-08T18:58:38Z,"noise rock","5RC",0.262,0.848,5,-7.422,1,0.0632,0.00527,0.499,0.266,0.331,134.728,4
spotify:track:4PLyBKfr0hh2l7UPHUM7ng,"Big Bang Baby - 2021 Remaster","Tiny Music... Songs From The Vatican Gift Shop (Super Deluxe Edition) [2021 Remaster]","Stone Temple Pilots",2021-07-23,203586,30,false,brunocaivanophy,2025-12-10T16:46:48Z,"grunge,rock alternativo,post-grunge,rock","Rhino Atlantic",0.514,0.921,4,-6.819,0,0.0404,0.00973,0.278,0.312,0.803,122.948,4
spotify:track:1WPAQR4AGJq9LmZOI6KEax,"One Inch Man","...And the Circus Leaves Town","Kyuss",1995-05-30,210733,47,true,brunocaivanophy,2025-12-18T05:35:23Z,"stoner rock,stoner metal,sludge metal,doom metal,rock espacial","Rhino/Elektra",0.559,0.786,7,-9.437,1,0.0492,0.155,0.874,0.123,0.319,97.951,4
spotify:track:4uo6Q43ED5SryFjXbqSM4b,"They who know the truth are not equal to those who love it, and they who love it are not equal to those who delight in it","Sumida-ku Depression","Miraidempa",2023-03-01,181545,47,false,brunocaivanophy,2025-12-30T16:15:05Z,"shoegaze","Miraidempa",0.439,0.965,1,-1.722,0,0.0901,0.0000099,0.7,0.258,0.237,103.066,4
spotify:track:1jMaB19DiVR8OihLSuYFOt,"Spoonman","Superunknown (20th Anniversary)","Soundgarden",1994-03-09,246920,68,false,brunocaivanophy,2026-01-02T03:23:20Z,"grunge,post-grunge,rock pesado","A&M",0.457,0.902,7,-5.624,1,0.0313,0.0000217,0.196,0.258,0.834,92.711,4
spotify:track:37sSud1ZrTpwXPGJP0dbXI,"Fortune Faded","Greatest Hits","Red Hot Chili Peppers",2003-11-18,201266,60,false,brunocaivanophy,2026-02-01T02:09:54Z,"funk rock,rock alternativo,rock","Warner Records",0.524,0.946,11,-3.081,0,0.0395,0.00163,0,0.242,0.613,119.156,4
spotify:track:0wzRcekWyVCSyPtlPOeJau,"Go With The Flow","Songs For The Deaf","Queens of the Stone Age",2002-01-01,187146,70,false,brunocaivanophy,2026-02-11T15:58:25Z,"stoner rock,rock alternativo","Polydor Associated Labels",0.246,0.991,9,-3.903,1,0.087,0.00944,0.0753,0.867,0.415,159.39,4
spotify:track:51c94ac31swyDQj9B3Lzs3,"Change (In the House of Flies)","White Pony","Deftones",2000,299533,82,false,brunocaivanophy,2026-02-14T17:09:05Z,"nu metal,metal alternativo,rap metal,shoegaze,rock","Rhino",0.269,0.853,7,-4.647,0,0.0854,0.000249,0.000246,0.118,0.179,141.581,4
